Site Data,,,,,,,"Benthic Data (%, except Complexity that is from 1 to 5]",,,,,,Species Data (Biomass g/m2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region,Island,Site,Reef Zone,Latitude,Longitude,Depth,Hard coral,Macroalgae,CCA,Turf algae,Sand,Complexity,ABAB,ABSO,ABVA,ACAC,ACAN,ACBL,ACDU,ACGU,ACLE,ACLI,ACMA,ACNC,ACNF,ACNR,ACOL,ACSP,ACTH,ACTR,ACXA,AENA,ALSC,AMBI,ANCH,ANCO,ANCU,ANSP,ANTH,APAR,APFU,APKA,APMA,APSP,APVI,ARHI,ARME,ASSE,ATIN,AUCH,BAPO,BIGE,BLEN,BOBI,BRMU,CAAB,CAAM,CACA,CACO,CADU,CAFE,CAGA,CAIG,CAJA,CALU,CAME,CAOR,CARD,CASA,CASO,CASP,CATY,CAVE,CAZO,CEAR,CEFI,CEFL,CEIN,CELO,CEPO,CHAC,CHAG,CHAU,CHCH,CHCI,CHEP,CHFR,CHHA,CHIN,CHKL,CHLC,CHLI,CHLT,CHLU,CHMI,CHMU,CHOR,CHOV,CHPE,CHQU,CHRE,CHSO,CHTI,CHTR,CHUB,CHUN,CHVA,CHVE,CIFA,CIJO,CIOB,CIPI,CISP,CIVA,CLSP,COBA,COCI,COFL,COFU,COGA,CONG,COVE,CTHA,CTST,CYLE,CYPR,DAAL,DEBA,DEMA,DIHO,DIHY,DOEX,ECNE,ELBI,ENCA,ENPA,ENPU,EPIN,EPQU,EUAF,EXBR,FICO,FILE,FISH,FOBR,FOFL,FOLO,FUDU,GEPE,GOAT,GOBI,GOVA,GOVI,GUCU,GYEU,GYFL,GYJA,GYME,GYMT,GYSP,GYST,GYUN,GYZE,HALF,HAOR,HECR,HEDI,HEPO,HETH,INAN,INPA,INUM,KAPE,KUSA,KYCI,KYHA,KYSA,KYVA,LAFO,LAPH,LIZA,LUFU,LUKA,MABI,MABR,MAGE,MENI,MEVI,MOGR,MORA,MUFL,MUMI,MUPF,MUVA,MYAM,MYBE,MYCH,MYKU,MYMA,MYSP,MYVI,NAAN,NABR,NACA,NAHE,NALI,NAMA,NASP,NAUN,NEAU,NEED,NEMA,NESA,NESP,NONE,NOTA,OPFA,OPPU,OSME,OXBI,OXTY,OXUN,PAAR,PACH,PACY,PAFO,PAIN,PAMA,PAMU,PAPL,PAPO,PARR,PASC,PEAS,PESP,PLAR,PLEW,PLGO,PLIM,PLJO,PLSI,POSE,PRME,PROL,PSBI,PSCE,PSDE,PSEV,PSHW,PSMA,PSOC,PSTE,PSTH,PTHE,PTSP,PUFF,RHAC,RHRE,SACA,SADI,SAEN,SAFL,SAGR,SAPP,SAPU,SASP,SATI,SAXA,SCCA,SCDI,SCDU,SCLY,SCPA,SCPP,SCPS,SCRU,SCSP,SEBA,SECO,SECR,SEDU,SESP,SNDP,SOLD,SPBA,SPDE,STBA,STFA,STNI,STSP,SUBU,SUFR,SURG,SYBI,SYDE,SYUL,SYVA,TATR,THBA,THCR,THDQ,THDU,THLU,THPU,THQU,THSP,THTR,TRIG,TROB,TYCR,WRAS,XAAU,XAME,ZACO,ZEFL,ZEVE
NWHI,Pearl & Hermes,PHR-362,Forereef,27.90985239,-175.9129906,26,7.5,30,7.5,37,17.5,3.5,0,0,0,0,0,0.217443014,0,0,0,0,0,0,0,0.112929956,4.037219388,0,0,0,0,0,0,0,0.147541147,0,0,0,0,0,0,0,0,0,2.83405197,0,0,0,0,0,0,0,0,2.301768108,0,0,0,0,0,0,0,0,0,0.047939252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.912539583,0,0,0,0,0,0,0.179111292,0.297643659,0,0,0,0,0.041954334,0,0.05966193,0.123361186,0,0,6.353838812,0,0,3.833924649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059740209,0,0.010756328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15540596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003026368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088353865,0,0,0,0,0,0,0,0,0.329070495,0.239394499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270135019,0,0,0,0,0,0,0,0,0,0,6.300607316,0,0,0,1.280036589,0,0,0,0,0,0,0,0,0,0,0,0.073338598,0,0,0,0.524126512,0,0,0,0,0,0,0,0,0,0,0.6299877,0,0,0,0,0,0,0,0,0,0,0,0.205664542,0,0
NWHI,Pearl & Hermes,PHR-350,Lagoon,27.87803762,-175.8916741,10,0.5,3.75,0.25,60.5,35,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231577538,0,0,19.01054558,0,0,0,0,0.02106409,0,0,0,0,0,0,0,0,0,0,0,0,73.24875293,0.052224772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020977167,0,0,0,0.118210955,0,0,0.261330732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137410515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002727259,0.0118593,0,0,0,0,0.040708902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095313571,0,0,0,0,0,0,0,0,0.054845083,0,0,0.043100833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004497965,0,0,0,0,0.040128444,0,0,0,0,0,0,0,0,0.180034871,0,0,0,0,0,0,0,0,0,0,1.057300043,0,0,0,0.321461414,0,0,0,0,0,0,0,0,0,0,0,0.039109675,0.425782783,0,0,0,0,0,0,0,0,0,0,0.093881137,0,0,0.470005141,0,0,0,0,0,0,0,0,0,0,0,0.102832271,0,0
NWHI,Pearl & Hermes,PHR-317,Lagoon,27.9004639,-175.8725244,12,51.25,10,0,18.75,20,2.5,0.258856939,0,0.236633289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253416631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.667784745,0,0,0,0,0,0,0,0,1.162781204,0,0,0,0,0,0,0,0,22.12334522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103232668,0,0,0,0,0,0,0,0,0,0.184718442,0,0.457183236,0,0,0,1.889528228,0,0,9.118653757,0,0,0.262307329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002268913,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080779084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043167005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010108278,0.0118593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.231220213,0,0,0,0,0,0,0,0,0,0,0,0,0.371797831,0,0,0,0,0,0,0.121907185,0,0,4.475263476,0,0,0.053441122,0,0,0,0,0.009724059,0,0,0,0,0,0,0,0,0,0,0.027979935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.557546971,0,0,0,0.616625398,0,0,0,0,0,0,0,0,0,0,0,0,0.120646379,0,0,0,0,0,0,0,0,0,0,0.271725088,0,0,0.388582851,0,0,0,0,0,0,0,0,0,0,0,0.058565278,0.0818013,0.382641654
NWHI,Pearl & Hermes,PHR-316,Lagoon,27.90983026,-175.8822643,14,32.5,8.75,0.25,27.25,31.25,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445712633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.669463486,0,0,0,0,0,0,0,0,0,0.009418382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100459384,0,0,0.264613755,0,0,0,0,0,0,0,0,0,0.664095797,0,0.461049798,0,0,0,2.167277795,0,0,7.317672812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002268913,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108406328,0,0,0,0,0,0,0,0.048524574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.580968239,0,0,0,0,0,0,0,0,0,0,0.011941246,0,0.031803529,0,0,0,0,0,0,0.223255671,0,0,0,0,0,0,0,0,0,0,0.014596622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.343464215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317179587,0,0,0,0,0,0,0,0,0,0,0.242051242,0,0,0.096815715,0,0,0,0,0,0,0,0,0,0,0,0.157041434,0.069341035,0.45105286
NWHI,Pearl & Hermes,PHR-312,Lagoon,27.90138901,-175.9092794,4,7.5,4,1.25,73.5,9.75,2,0.086285646,0,0.250014757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497065184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.618198335,0,0,0,0,0,0,0,0,0,0.093966844,0,16.22821378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12928459,0,0,0,0,0,0,0,0,0,0.05966193,0,0,0,0,0,2.26748005,0,0,2.366315186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005378164,0,0,0.200982888,0,0,0,0,0,0,0,0,0,0,0.015904013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079412393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198807076,0,0,0,0,0,0,0.000449815,0,0,0,0,0,0,0.032037263,0,0,0,0,0,0.043231317,0,0,0.702853689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32096879,0,0,0,0.458791353,0,0,0,0,0,0,0,0,0,0,0,0.110793061,0.295234413,0,0,0,0,0,0,0,0,0,0,0.656358249,0,0,0.176049845,0,0,0,0,0,0,0,0,0,0,0,0.234836824,0,0.416727119
NWHI,Pearl & Hermes,PHR-299,Forereef,27.79172891,-175.995669,9.5,10,5,11.25,72.25,0.75,2.25,0.086285646,0,0,0,0,0.306024485,0,0,0,0,0,0,0.059860442,1.556724,0.43239412,0,0,0.948286494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6653128,0,0,0,0,0,0,0,0,104.6602232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443050136,0,0,0,0.081750293,0.005476185,0,0,0,0,0.140994331,0,0.217401604,0.044279769,0,0,4.188321482,0,0,2.282759887,0,0,0,0,0.078145501,0,0.025781686,0,0,0.102177473,0,0,0,0,0,0,0,0,0,0.049326647,0,0.036850382,0,0,0.132511349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108933011,0,0,0,0.278148752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001239932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.869587836,0,0,0,0,0,0,0,0,0,0,0,0,0.052496133,0.092743672,0,0.186791598,0.148203083,0,0,0.222196564,0,0,0,0,0,0.048554778,0,0,0,0,0.033413652,0,0,0,0,0,0,0,0,0,0,0.013834696,0,0,0,0.003751522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862794456,0,0,0,1.862497979,0,0,0,0,0,0,0,0,0,0,0,0.155738417,0.293206908,0,0,0,0,0,0,0,0,0,0,1.228555267,0,0,0.941979713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27361334
NWHI,Pearl & Hermes,PHR-396,Lagoon,27.81328901,-175.9751839,14.5,3,84.5,0,9.5,3,2.25,0.321295488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962142587,0,0,0.243648554,0,0,0,0,0.002864173,0,0.343961396,0,0,0,0,0,0,0,77.19545272,0,0,0,0,0.000971218,0,0,0,0.433750272,0,0,0,0.090328426,0,0,0,0,54.95225446,0.038726966,0,8.805443728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106689,0,0,0,0,0,0,0.119231313,0,0,0.005146715,0,0,0,0,0.309357063,0,0,0,2.820987838,0,0,0.599799411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16806762,0,0,0,0.154065154,0,0.002511677,0,0,0.275650736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03885149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.260043044,0,0,0,0,0,0,0.070019229,0,0,0,0.159451141,0,0,0,0,0,0,0,0,0.561598828,0.236077993,0,0,0,0,0.023119842,0,0,0,0,0.090722324,0,0,0,0,0,0.020814731,0,0.003734002,0,0,0.013834696,0.006276763,0,0,0,0,0,0,0,0.018300247,0,0,0,0,0,0,0,0,0,0,1.788232713,0,0,0,0,0,0.066329464,0,0,0,0,0,0,0,0,0,0.080574843,0.209546142,0,0,0,0,0,0,0,0,0,0,0.463226538,0,0,0.449241478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520276039
NWHI,Pearl & Hermes,PHR-331,Forereef,27.8582456,-175.9563388,8,15,25,5.5,54,0.5,3.5,0.342063026,0,0,0,0,0,0,0,0,0,0,0,0,0.441207975,0,0,0,0.188964379,0,0,0,0,0,0,0.289948675,0,0,0,0,0,0,0,16.33478406,0,0,0,0,0,0,0,0,1.269855557,0,0,0,0,0,0,0,0,0,0.051319337,0,17.61000895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19997146,0,0,0,0.10272746,0,0,0,0,0,0.081750293,0,0.434803208,0,0.137367546,0.005283203,7.894275314,0,0,2.236748982,0,0,0,0,0,0,0.008249178,0,0,0,0,0.020139819,0,0,0,0,0,0,0,0,0,0.000588237,0,0,0.027548073,0,0,0,0,0,0,0,0,0,0,0.370776579,0,0,0.021721639,0,0,0,0,0.03885149,0,0,0,0,0,0.185864639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002984837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.096469047,0,0,0,0,0,0,0,0,0,0,0.008939703,0,0,0,0,0,0,0,0,0.246580948,0.303334043,0,0,0,0,0,0,0,0,0,0.088249034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04282313,0,0,0,0,0,0,0,0,0,0,0.444802152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069179349,1.2827265,0,0,0,0,0,0,0,0,0,0,0.413347973,0,0,0.810172279,0,0,0,0,0,0,38.23332219,0,0,0,0,0.531040786,0,0.497175079
NWHI,Pearl & Hermes,PHR-344,Lagoon,27.81203072,-175.9090734,5,2,63.25,0,17.25,17.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001535782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.75409362,0.02067886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067175055,0,0,0,0,0,0,0,0.011121603,0,0,0,0,0.005146715,0,0.005146715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001072312,0,0,0,0,0,0,0,0.174024595,0,0.001945227,0,0,0.00320066,0,0,0,0,0,0,0,0,0,0,0.038587396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004371442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118593,0,0,0,0,0.001239932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.04459806,0,0,0,0,0,0,0,0,0,0,0.408998045,0,0,0,0,0,0,0,0,0.073463676,0.029090977,0,0.021999118,0,0,0.043290954,0,0,0,0,0.009724059,0,0,0,0,0,0,0,0.012828852,0,0,0.048555541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001820471,0,0,0,0,0,0,0,0,0,0.10077691,0.192752386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442089221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWHI,Pearl & Hermes,PHR-343,Lagoon,27.81839266,-175.9213367,6,1,73.25,0,9.5,16.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173342648,0,0,0.179573636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036209498,0,0,0,1.196985511,0,0,0,0.091560564,0,0,0,0,90.55242385,0.02067886,0,0,0,0,0,0,0,0,0,0.038994042,0,0,0,0,0,0,0,0,0.19997146,0,0,0,0.163500585,0,0,0,0,0,0,0,0.776358821,0,0,0,6.81161766,0,0,0.429771115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331558391,0,0.000398383,0,0,0.028202428,0,0,0,0,0,0,0,0,0,0,0.014664269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001513184,0,0,0,0,0,0.068056295,0,0,0.119504455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053769957,0,0,0,0,0,0,0,0,0,0,0.079311363,0,0,0,0,0,0,0,0,1.2578406,0.479209875,0,0.010683401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.974687521,0,0,0,0.212928797,0,0.004298921,0,0,0,0,0,0,0,0,0,0.124246959,0.364539268,0,0,0,0,0,0,0,0,0,0,1.887116378,0,0,0.766831731,0,0,0,0,0,0,0,0,0,0,0,0.50700011,0,0.11370571
NWHI,Pearl & Hermes,PHR-400,Backreef,27.79034967,-175.8270988,1.5,1,32.5,0.5,58.25,7.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15263564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015048621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008876515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149777986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001736917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006400037,0,0,0.049741013,0,0,0,0,0,0,0,0,0,0,0,0.021842203,0,0,0,0,0.006014576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040170708,0.009586974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212915914,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWHI,Pearl & Hermes,PHR-282,Backreef,27.86071365,-175.7435754,1.5,3,3,0.5,77.25,16.25,2,0,0,0,0,0,0,0,0,0.002883746,0,0,0,0,0,0.038884676,0,0,0.373070005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025352888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030941846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071785299,0,0,0,0,0,0,0,0.069020707,0.005899045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334330675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05404014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002976849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383484,0,0,0.010217307,0,0,0.095020474,0.008619549,0,0,0,0,0.154221007,0,0,0,0,0.029172176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180651471,0.03006585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206821244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWHI,Pearl & Hermes,PHR-342,Lagoon,27.82164275,-175.761743,2,0.75,22.5,0,69,10.25,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003390823,0,0,0,0.044609764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002784719,0,0,0,0,71.20033879,0.029102489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136157715,0,0,0.149173765,0,0.000130719,0,0,0,0,0,0,0,0,0,0.093020841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015020836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038027129,0,0,0,0,0.006014576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063258785,0.00534718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040723553,0.003003929,0,0,0,0,0,0,0,0,0,0,0,0,0
NWHI,Pearl & Hermes,PHR-345,Lagoon,27.80721338,-175.7790809,3,1,54,0.5,37,7.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.068333335,0,0,0,0,0,0,0.002864173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.489952838,0,0,0,0.011015893,0,0,0,0,20.6885234,0.011260478,0,0,0,0,0,0,0,0,0.008742692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077004282,0,0,0,0,0,0,0,0.041954334,0,0,0,0.779222601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778090833,0,0,0,0.128787192,0,0.000389045,0,0,0.321264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004100748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043210449,0,0,0,0,0.202142695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.442753272,0,0,0,0,0,0,0,0,0,0,0.151531407,0,0,0.018933413,0,0,0.101872214,0,0,0.018618594,0.029090977,0,0,0,0,0.010921102,0,0,0,0,0.030072878,0,0,0,0,0,0,0,0,0,0,0.022911431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054664764,0,0,0,0,0,0,0,0,0,0.087747425,0.460140088,0,0,0,0,0,0,0,0,0,0,0.280565851,0,0,0.641534624,0,0,0,0,0,0,0,0,0,0,0,0.042476682,0,0
NWHI,Pearl & Hermes,PHR-323,Backreef,27.7891249,-175.7844276,1.5,5.25,16.25,2.25,61.25,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011598588,0,0,0,0.015413237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885573471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008742692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029830965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.479622205,0,0,0,0.193955014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105890218,0,0,0,0,0.067456601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035914055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020434615,0,0,0,0,0,0.043231317,0,0,0,0,0,0.047417489,0,0,0,0,0.027767786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094835125,0.061098915,0,0,0,0,0,0,0,0,0,0,0.055070957,0,0,0.839064049,0,0,0,0,0,0,0,0,0,0,0,0,0,0
